Timestamp,Name,1. What is your year of study?,2. What is your gender?,3. How often do you have difficulty falling asleep at night? ,"4. On average, how many hours of sleep do you get on a typical day?",5. How often do you wake up during the night and have trouble falling back asleep?,6. How would you rate the overall quality of your sleep?,7. How often do you experience difficulty concentrating during lectures or studying due to lack of sleep?,"8. How often do you feel fatigued during the day, affecting your ability to study or attend classes?","9. How often do you miss or skip classes due to sleep-related issues (e.g., insomnia, feeling tired)?",10. How would you describe the impact of insufficient sleep on your ability to complete assignments and meet deadlines?,"11. How often do you use electronic devices (e.g., phone, computer) before going to sleep?","12. How often do you consume caffeine (coffee, energy drinks) to stay awake or alert?",13. How often do you engage in physical activity or exercise?,14. How would you describe your stress levels related to academic workload?,15. How would you rate your overall academic performance (GPA or grades) in the past semester?
11/4/2024 22:05,,Third year,Male,Often (5-6 times a week),7-8 hours,Every night,Poor,Always,Often,Often (3-4 times a week),Severe impact,Every night,Every day,Often (5-6 times a week),Extremely high stress,Below Average
11/4/2024 22:05,,Graduate student,Male,Often (5-6 times a week),7-8 hours,Often (5-6 times a week),Poor,Always,Often,Often (3-4 times a week),Severe impact,Every night,Every day,Every day,High stress,Poor
11/4/2024 22:06,,Third year,Male,Sometimes (3-4 times a week),7-8 hours,Often (5-6 times a week),Poor,Often,Always,Always,Major impact,Often (5-6 times a week),Every day,Every day,Extremely high stress,Poor
11/6/2024 18:04,,Graduate student,Male,Often (5-6 times a week),More than 8 hours,Often (5-6 times a week),Poor,Often,Always,Often (3-4 times a week),Major impact,Often (5-6 times a week),Often (5-6 times a week),Often (5-6 times a week),Extremely high stress,Below Average
11/6/2024 18:04,,Graduate student,Male,Often (5-6 times a week),7-8 hours,Every night,Poor,Often,Sometimes,Often (3-4 times a week),Major impact,Often (5-6 times a week),Often (5-6 times a week),Often (5-6 times a week),Extremely high stress,Poor
11/6/2024 18:05,,Second year,Male,Often (5-6 times a week),More than 8 hours,Often (5-6 times a week),Poor,Often,Always,Often (3-4 times a week),Severe impact,Every night,Often (5-6 times a week),Every day,Extremely high stress,Below Average
11/6/2024 18:05,,Graduate student,Male,Every night,7-8 hours,Every night,Very poor,Always,Often,Always,Severe impact,Often (5-6 times a week),Every day,Often (5-6 times a week),High stress,Below Average
11/6/2024 18:05,,Third year,Female,Every night,7-8 hours,Often (5-6 times a week),Very poor,Often,Always,Always,Major impact,Often (5-6 times a week),Every day,Every day,High stress,Average
11/6/2024 18:06,,Graduate student,Male,Every night,More than 8 hours,Every night,Very poor,Often,Often,Often (3-4 times a week),Major impact,Every night,Every day,Every day,High stress,Below Average
11/6/2024 18:06,,Third year,Male,Often (5-6 times a week),7-8 hours,Every night,Poor,Always,Often,Often (3-4 times a week),Major impact,Every night,Often (5-6 times a week),Every day,High stress,Below Average
11/6/2024 18:07,,Graduate student,Male,Often (5-6 times a week),7-8 hours,Often (5-6 times a week),Poor,Often,Always,Often (3-4 times a week),Severe impact,Every night,Every day,Often (5-6 times a week),Extremely high stress,Poor
11/6/2024 18:07,,Third year,Male,Every night,6-7 hours,Often (5-6 times a week),Very poor,Often,Often,Always,Severe impact,Often (5-6 times a week),Often (5-6 times a week),Often (5-6 times a week),Extremely high stress,Poor
11/6/2024 18:08,,Graduate student,Male,Every night,More than 8 hours,Often (5-6 times a week),Very poor,Often,Often,Always,Severe impact,Often (5-6 times a week),Every day,Every day,High stress,Average
11/6/2024 18:08,,Graduate student,Male,Every night,7-8 hours,Often (5-6 times a week),Poor,Often,Always,Always,Severe impact,Every night,Every day,Often (5-6 times a week),Extremely high stress,Poor
11/6/2024 18:08,,Third year,Male,Often (5-6 times a week),More than 8 hours,Every night,Very poor,Often,Often,Always,Major impact,Often (5-6 times a week),Every day,Often (5-6 times a week),High stress,Below Average
11/6/2024 18:09,,Graduate student,Female,Every night,7-8 hours,Often (5-6 times a week),Very poor,Sometimes,Sometimes,Often (3-4 times a week),Severe impact,Every night,Often (5-6 times a week),Often (5-6 times a week),High stress,Below Average
11/6/2024 18:09,,Graduate student,Male,Every night,7-8 hours,Often (5-6 times a week),Very poor,Often,Often,Often (3-4 times a week),Major impact,Every night,Often (5-6 times a week),Often (5-6 times a week),High stress,Below Average
11/6/2024 18:09,,Third year,Male,Often (5-6 times a week),More than 8 hours,Often (5-6 times a week),Poor,Sometimes,Always,Always,Severe impact,Every night,Often (5-6 times a week),Often (5-6 times a week),Extremely high stress,Below Average
11/6/2024 18:10,,Third year,Male,Often (5-6 times a week),7-8 hours,Often (5-6 times a week),Poor,Often,Often,Often (3-4 times a week),Major impact,Often (5-6 times a week),Often (5-6 times a week),Often (5-6 times a week),High stress,Average
11/6/2024 18:10,,Graduate student,Male,Every night,More than 8 hours,Often (5-6 times a week),Very poor,Often,Often,Often (3-4 times a week),Major impact,Often (5-6 times a week),Every day,Often (5-6 times a week),High stress,Below Average
11/6/2024 18:12,,Graduate student,Male,Often (5-6 times a week),More than 8 hours,Every night,Very poor,Often,Often,Often (3-4 times a week),Major impact,Often (5-6 times a week),Every day,Often (5-6 times a week),High stress,Poor
11/6/2024 18:12,,Third year,Male,Often (5-6 times a week),7-8 hours,Often (5-6 times a week),Very poor,Always,Always,Always,Major impact,Every night,Often (5-6 times a week),Every day,Extremely high stress,Below Average
11/6/2024 18:47,,Graduate student,Male,Often (5-6 times a week),More than 8 hours,Every night,Poor,Always,Always,Often (3-4 times a week),Severe impact,Every night,Often (5-6 times a week),Often (5-6 times a week),High stress,Poor
11/6/2024 18:48,,Third year,Female,Sometimes (3-4 times a week),More than 8 hours,Every night,Very poor,Often,Often,Sometimes (1-2 times a week),Major impact,Every night,Often (5-6 times a week),Every day,Extremely high stress,Poor
11/6/2024 18:48,,Graduate student,Male,Often (5-6 times a week),More than 8 hours,Every night,Very poor,Often,Often,Often (3-4 times a week),Severe impact,Often (5-6 times a week),Often (5-6 times a week),Every day,High stress,Below Average
11/6/2024 18:49,,Third year,Male,Every night,More than 8 hours,Often (5-6 times a week),Very poor,Always,Often,Often (3-4 times a week),Major impact,Often (5-6 times a week),Every day,Often (5-6 times a week),High stress,Below Average
11/6/2024 18:49,,Third year,Female,Every night,7-8 hours,Every night,Very poor,Often,Always,Often (3-4 times a week),Major impact,Every night,Every day,Often (5-6 times a week),High stress,Below Average
11/6/2024 18:49,,Third year,Male,Every night,7-8 hours,Every night,Poor,Always,Often,Often (3-4 times a week),Major impact,Often (5-6 times a week),Every day,Often (5-6 times a week),High stress,Poor
11/6/2024 18:50,,Graduate student,Male,Every night,7-8 hours,Often (5-6 times a week),Poor,Often,Often,Often (3-4 times a week),Major impact,Every night,Often (5-6 times a week),Every day,High stress,Average
11/6/2024 18:50,,Graduate student,Male,Every night,7-8 hours,Every night,Very poor,Always,Often,Often (3-4 times a week),Severe impact,Often (5-6 times a week),Often (5-6 times a week),Often (5-6 times a week),High stress,Poor
11/6/2024 18:50,,Graduate student,Male,Every night,7-8 hours,Often (5-6 times a week),Poor,Always,Always,Always,Major impact,Often (5-6 times a week),Often (5-6 times a week),Often (5-6 times a week),Extremely high stress,Poor
11/6/2024 18:51,,Third year,Female,Every night,7-8 hours,Often (5-6 times a week),Very poor,Always,Often,Often (3-4 times a week),Major impact,Often (5-6 times a week),Often (5-6 times a week),Every day,Extremely high stress,Poor
11/6/2024 18:51,,Third year,Male,Often (5-6 times a week),7-8 hours,Often (5-6 times a week),Very poor,Always,Always,Often (3-4 times a week),Major impact,Every night,Sometimes (3-4 times a week),Every day,Extremely high stress,Below Average
11/6/2024 18:52,,Third year,Male,Every night,7-8 hours,Often (5-6 times a week),Very poor,Always,Often,Always,Severe impact,Every night,Often (5-6 times a week),Every day,High stress,Below Average
11/6/2024 18:52,,Graduate student,Male,Every night,More than 8 hours,Often (5-6 times a week),Very poor,Often,Always,Often (3-4 times a week),Major impact,Often (5-6 times a week),Often (5-6 times a week),Often (5-6 times a week),High stress,Poor
11/6/2024 18:52,,Graduate student,Male,Every night,7-8 hours,Every night,Very poor,Always,Often,Often (3-4 times a week),Severe impact,Often (5-6 times a week),Often (5-6 times a week),Every day,High stress,Below Average
11/6/2024 18:53,,Graduate student,Male,Often (5-6 times a week),More than 8 hours,Every night,Very poor,Always,Often,Often (3-4 times a week),Severe impact,Often (5-6 times a week),Every day,Every day,High stress,Poor
11/6/2024 18:53,,Graduate student,Male,Every night,7-8 hours,Every night,Very poor,Often,Always,Always,Major impact,Every night,Every day,Every day,Extremely high stress,Poor
11/6/2024 18:53,,Third year,Female,Every night,7-8 hours,Often (5-6 times a week),Very poor,Always,Always,Always,Major impact,Every night,Every day,Every day,Extremely high stress,Below Average
11/6/2024 18:54,,Graduate student,Female,Often (5-6 times a week),7-8 hours,Every night,Poor,Often,Often,Often (3-4 times a week),Major impact,Often (5-6 times a week),Every day,Every day,Extremely high stress,Average
11/6/2024 18:54,,Graduate student,Male,Every night,More than 8 hours,Often (5-6 times a week),Very poor,Always,Always,Always,Major impact,Often (5-6 times a week),Often (5-6 times a week),Every day,Extremely high stress,Below Average
11/6/2024 18:59,,Graduate student,Male,Every night,More than 8 hours,Often (5-6 times a week),Very poor,Often,Often,Always,Severe impact,Every night,Every day,Often (5-6 times a week),High stress,Below Average
11/6/2024 18:59,,Graduate student,Male,Every night,7-8 hours,Every night,Very poor,Sometimes,Often,Often (3-4 times a week),Severe impact,Often (5-6 times a week),Every day,Often (5-6 times a week),Extremely high stress,Below Average
11/6/2024 19:00,,Third year,Male,Often (5-6 times a week),7-8 hours,Often (5-6 times a week),Poor,Always,Often,Always,Severe impact,Often (5-6 times a week),Often (5-6 times a week),Every day,Extremely high stress,Poor
11/6/2024 19:00,,Third year,Female,Often (5-6 times a week),7-8 hours,Every night,Very poor,Always,Always,Often (3-4 times a week),Major impact,Every night,Every day,Every day,Extremely high stress,Below Average
11/6/2024 19:01,,Graduate student,Male,Every night,More than 8 hours,Every night,Poor,Often,Often,Sometimes (1-2 times a week),Major impact,Often (5-6 times a week),Often (5-6 times a week),Every day,Extremely high stress,Poor
11/6/2024 19:01,,Graduate student,Male,Often (5-6 times a week),7-8 hours,Every night,Very poor,Sometimes,Always,Often (3-4 times a week),Major impact,Every night,Often (5-6 times a week),Often (5-6 times a week),Extremely high stress,Below Average
11/6/2024 19:01,,Graduate student,Male,Often (5-6 times a week),7-8 hours,Every night,Poor,Often,Often,Often (3-4 times a week),Severe impact,Every night,Every day,Every day,Extremely high stress,Poor
11/6/2024 19:02,,Graduate student,Male,Often (5-6 times a week),7-8 hours,Often (5-6 times a week),Very poor,Often,Often,Always,Severe impact,Often (5-6 times a week),Often (5-6 times a week),Often (5-6 times a week),Extremely high stress,Poor
11/6/2024 19:02,,Graduate student,Male,Often (5-6 times a week),More than 8 hours,Every night,Very poor,Always,Often,Often (3-4 times a week),Major impact,Every night,Often (5-6 times a week),Often (5-6 times a week),Extremely high stress,Poor
11/6/2024 19:03,,Graduate student,Male,Every night,7-8 hours,Often (5-6 times a week),Poor,Always,Often,Often (3-4 times a week),Severe impact,Every night,Sometimes (3-4 times a week),Every day,Extremely high stress,Poor
11/6/2024 19:03,,Graduate student,Male,Often (5-6 times a week),7-8 hours,Often (5-6 times a week),Very poor,Often,Always,Always,Major impact,Every night,Often (5-6 times a week),Often (5-6 times a week),Extremely high stress,Poor
11/6/2024 19:03,,Graduate student,Male,Every night,7-8 hours,Often (5-6 times a week),Poor,Always,Often,Always,Severe impact,Every night,Every day,Every day,High stress,Poor
11/6/2024 19:04,,Third year,Male,Every night,More than 8 hours,Often (5-6 times a week),Very poor,Always,Always,Always,Major impact,Often (5-6 times a week),Every day,Often (5-6 times a week),High stress,Below Average
11/6/2024 19:04,,Third year,Male,Often (5-6 times a week),7-8 hours,Often (5-6 times a week),Poor,Often,Always,Always,Severe impact,Every night,Every day,Every day,High stress,Poor
11/6/2024 19:04,,Graduate student,Male,Every night,7-8 hours,Every night,Poor,Always,Often,Always,Major impact,Every night,Every day,Every day,Extremely high stress,Below Average
11/6/2024 19:05,,Third year,Male,Every night,7-8 hours,Often (5-6 times a week),Poor,Always,Often,Always,Severe impact,Often (5-6 times a week),Every day,Every day,Extremely high stress,Below Average
11/6/2024 19:05,,Third year,Male,Often (5-6 times a week),More than 8 hours,Every night,Very poor,Often,Often,Often (3-4 times a week),Severe impact,Every night,Every day,Often (5-6 times a week),Extremely high stress,Poor
11/6/2024 19:05,,Graduate student,Male,Every night,7-8 hours,Often (5-6 times a week),Very poor,Always,Often,Often (3-4 times a week),Major impact,Often (5-6 times a week),Often (5-6 times a week),Often (5-6 times a week),Extremely high stress,Below Average
11/6/2024 19:07,,Graduate student,Male,Every night,More than 8 hours,Every night,Poor,Often,Often,Often (3-4 times a week),Major impact,Every night,Every day,Often (5-6 times a week),High stress,Poor
11/6/2024 19:08,,Graduate student,Male,Often (5-6 times a week),7-8 hours,Every night,Very poor,Often,Often,Often (3-4 times a week),Major impact,Every night,Every day,Every day,High stress,Poor
11/6/2024 19:08,,Graduate student,Male,Often (5-6 times a week),More than 8 hours,Often (5-6 times a week),Poor,Often,Often,Always,Severe impact,Often (5-6 times a week),Often (5-6 times a week),Every day,High stress,Poor
11/6/2024 19:09,,Third year,Male,Often (5-6 times a week),More than 8 hours,Every night,Poor,Always,Often,Often (3-4 times a week),Moderate impact,Every night,Every day,Every day,Extremely high stress,Below Average
11/6/2024 19:09,,Third year,Male,Every night,7-8 hours,Sometimes (3-4 times a week),Very poor,Sometimes,Often,Often (3-4 times a week),Major impact,Often (5-6 times a week),Often (5-6 times a week),Often (5-6 times a week),High stress,Poor
11/6/2024 19:10,,Graduate student,Male,Every night,7-8 hours,Every night,Very poor,Often,Often,Often (3-4 times a week),Severe impact,Every night,Often (5-6 times a week),Often (5-6 times a week),Extremely high stress,Below Average
11/6/2024 19:10,,Graduate student,Male,Every night,More than 8 hours,Every night,Poor,Often,Often,Often (3-4 times a week),Major impact,Every night,Every day,Sometimes (3-4 times a week),Extremely high stress,Below Average
11/6/2024 19:10,,Third year,Male,Every night,More than 8 hours,Every night,Very poor,Always,Often,Often (3-4 times a week),Major impact,Every night,Often (5-6 times a week),Every day,Extremely high stress,Average
11/6/2024 19:11,,Graduate student,Male,Often (5-6 times a week),More than 8 hours,Often (5-6 times a week),Poor,Often,Always,Often (3-4 times a week),Severe impact,Every night,Every day,Every day,Extremely high stress,Poor
11/6/2024 19:12,,Graduate student,Male,Every night,More than 8 hours,Often (5-6 times a week),Very poor,Always,Often,Always,Severe impact,Often (5-6 times a week),Often (5-6 times a week),Every day,Extremely high stress,Poor
11/6/2024 19:14,,Graduate student,Male,Every night,7-8 hours,Every night,Average,Often,Often,Often (3-4 times a week),Severe impact,Every night,Every day,Every day,High stress,Below Average
11/6/2024 19:15,,Third year,Male,Every night,More than 8 hours,Often (5-6 times a week),Poor,Often,Often,Often (3-4 times a week),Severe impact,Often (5-6 times a week),Every day,Often (5-6 times a week),Extremely high stress,Poor
